Idx,Name,Stdmode,Shape,Weight,Anicount,Source,Reserved,Looks,DuraMax,Ac,Ac2,Mac,Mac2,Dc,Dc2,Mc,Mc2,Sc,Sc2,Need,NeedLevel,Price,Stock,Color,OverLap,HP,MP,Light,Horse,Element,Expand1,Expand2,Expand3,Element1,Element2,Element3,Element4,Element5,Element6,Element7,Element8,Element9,Element10,Element11,Element12,Element13,Element14,Element15,Element16,Element17,Element18,Element19,Element20
118,英雄集体隐身术,4,2,1,95,0,0,1144,21,0,0,0,0,0,0,0,0,0,0,0,1,2727,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,英雄幽灵盾,4,2,1,95,0,0,1144,22,0,0,0,0,0,0,0,0,0,0,0,0,2727,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,英雄神圣战术,4,2,1,95,0,0,1144,25,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,英雄心灵启示,4,2,1,95,0,0,1144,26,0,0,0,0,0,0,0,0,0,0,0,0,9091,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,英雄困魔咒,4,2,1,95,0,0,1144,28,0,0,0,0,0,0,0,0,0,0,0,1,8000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,英雄气功波,4,2,1,95,0,0,1144,29,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,英雄群体治愈术,4,2,1,95,0,0,1144,33,0,0,0,0,0,0,0,0,0,0,0,0,10000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,英雄召唤神兽,4,2,1,95,0,0,1144,35,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,英雄无极真气,4,2,1,95,0,0,1144,36,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,英雄召唤月灵,4,2,1,95,0,0,1144,44,0,0,0,0,0,0,0,0,0,0,0,2000,10,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,英雄噬血术,4,2,1,95,0,0,1144,47,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,英雄护体神盾,4,99,1,95,0,0,1144,34,0,0,0,0,0,0,0,0,0,0,0,2000,10,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,怒之火球术,4,1,1,96,0,0,1582,4,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,怒之内功剑法,4,0,1,96,0,0,1582,38,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,怒之内功战法,4,2,1,96,0,0,1582,4,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,怒之施毒术,4,2,1,96,0,0,1582,18,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,怒之大火球,4,1,1,96,0,0,1582,28,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,怒之攻杀剑术,4,0,1,96,0,0,1582,4,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,怒之地狱火,4,1,1,96,0,0,1582,9,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,怒之疾光电影,4,1,1,96,0,0,1582,49,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,怒之雷电术,4,1,1,96,0,0,1582,26,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,怒之刺杀剑术,4,0,1,96,0,0,1582,65,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,怒之灵魂火符,4,2,1,96,0,0,1582,21,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,怒之火墙,4,1,1,96,0,0,1582,32,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,怒之幽灵盾,4,2,1,96,0,0,1582,30,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,怒之神圣战甲,4,2,1,96,0,0,1582,33,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,怒之困魔咒,4,2,1,96,0,0,1582,38,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,怒之爆裂火焰,4,1,1,96,0,0,1582,14,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,怒之地狱雷光,4,1,1,96,0,0,1582,55,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,怒之半月弯刀,4,0,1,96,0,0,1582,13,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,怒之烈火剑法,4,0,1,96,0,0,1582,71,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,怒之冰咆哮,4,1,1,96,0,0,1582,70,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,怒之寒冰掌,4,1,1,96,0,0,1582,61,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,怒之灭天火,4,1,1,96,0,0,1582,71,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,怒之逐日剑法,4,0,1,96,0,0,1582,74,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,怒之噬血术,4,2,1,96,0,0,1582,70,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,怒之流星火雨,4,1,1,96,0,0,1582,74,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,静之火球术,4,99,1,96,0,0,1582,12,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,静之内功剑法,4,99,1,96,0,0,1582,40,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,静之大火球,4,99,1,96,0,0,1582,28,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,静之攻杀剑术,4,99,1,96,0,0,1582,14,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,静之地狱火,4,99,1,96,0,0,1582,16,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,静之疾光电影,4,99,1,96,0,0,1582,42,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,静之雷电术,4,99,1,96,0,0,1582,32,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,静之刺杀剑术,4,99,1,96,0,0,1582,42,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,静之灵魂火符,4,99,1,96,0,0,1582,35,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,静之火墙,4,99,1,96,0,0,1582,39,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,静之爆裂火焰,4,99,1,96,0,0,1582,29,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,静之地狱雷光,4,99,1,96,0,0,1582,51,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,静之半月弯刀,4,99,1,96,0,0,1582,22,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,静之烈火剑法,4,99,1,96,0,0,1582,69,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,静之冰咆哮,4,99,1,96,0,0,1582,71,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,静之寒冰掌,4,99,1,96,0,0,1582,61,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,静之灭天火,4,99,1,96,0,0,1582,75,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,静之逐日剑法,4,99,1,96,0,0,1582,79,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,静之噬血术,4,99,1,96,0,0,1582,79,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,静之流星火雨,4,99,1,96,0,0,1582,80,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,赤金宝箱,31,18,1,0,0,0,1105,1,0,0,0,0,0,0,0,0,0,0,0,0,50050,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,白银宝箱,31,17,1,0,0,0,1104,1,0,0,0,0,0,0,0,0,0,0,0,0,50050,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,紫铜宝箱,31,16,1,0,0,0,1103,1,0,0,0,0,0,0,0,0,0,0,0,0,50050,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,檀木宝箱,31,15,1,0,0,0,1102,1,0,0,0,0,0,0,0,0,0,0,0,0,50050,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,赤金钥匙,40,18,1,0,0,0,1184,1,0,0,0,0,0,0,0,0,0,0,0,0,50050,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,白银钥匙,40,17,1,0,0,0,1183,1,0,0,0,0,0,0,0,0,0,0,0,0,50050,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,紫铜钥匙,40,16,1,0,0,0,1182,1,0,0,0,0,0,0,0,0,0,0,0,0,50050,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,檀木钥匙,40,15,1,0,0,0,1181,1,0,0,0,0,0,0,0,0,0,0,0,0,45500,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,传送符,25,6,1,0,0,0,270,1000,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,蜡烛,30,0,1,0,1,0,130,20000,0,0,0,0,0,0,0,0,0,0,0,0,10,10000,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,火把,30,0,3,0,1,0,131,30000,0,0,0,0,0,0,0,0,0,0,0,0,500,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,火炬,30,0,2,0,1,0,131,40000,0,0,0,0,0,0,0,0,0,0,0,0,2000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,气血石(小),7,1,1,0,0,0,990,4000,0,0,0,0,0,0,0,0,0,0,0,1,50000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,气血石(中),7,1,1,0,0,0,991,9000,0,0,0,0,0,0,0,0,0,0,0,1,50000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,气血石(大),7,1,1,0,0,0,993,20000,0,0,0,0,0,0,0,0,0,0,0,1,50000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,幻魔石(小),7,2,1,0,0,0,995,6000,0,0,0,0,0,0,0,0,0,0,0,1,50000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,幻魔石(中),7,2,1,0,0,0,996,14000,0,0,0,0,0,0,0,0,0,0,0,1,50000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,幻魔石(大),7,2,1,0,0,0,997,32000,0,0,0,0,0,0,0,0,0,0,0,1,50000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,魔血石(小),7,3,1,0,0,0,1028,10000,0,0,0,0,0,0,0,0,0,0,0,1,50000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,魔血石(中),7,3,1,0,0,0,1027,15000,0,0,0,0,0,0,0,0,0,0,0,1,50000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,魔血石(大),7,3,1,0,0,0,1026,20000,0,0,0,0,0,0,0,0,0,0,0,1,50000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,传音筒,7,0,2,0,0,0,1000,10000,0,0,0,0,0,0,0,0,0,0,0,0,5000,1,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,千里传音,7,0,1,0,0,0,1000,10000,0,0,0,0,0,0,0,0,0,0,0,0,5000,1,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,斗笠,16,0,2,0,0,0,1188,30000,0,0,0,0,0,0,0,0,0,0,0,7,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,军鼓,65,0,2,7,0,0,3472,10000,0,0,0,0,8,16,0,0,0,0,0,0,100,0,251,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,火龙之心,25,9,1,0,0,0,1148,30000,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,╔════╗,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,║骑马物品║,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,╚════╝,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,主宰者马牌,28,0,1,0,0,0,3475,20000,0,0,10,10,10,10,10,10,10,10,0,5,3049,5,251,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,主宰者双人马牌,28,0,1,0,1,0,3475,20000,0,0,10,10,10,10,10,10,10,10,0,5,3049,5,251,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,主宰者灵笛,28,0,1,0,0,0,288,2000,0,0,10,10,10,10,10,1,10,10,0,5,3049,5,251,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,主宰者双人灵笛,28,0,1,0,1,0,4293,5000,10,10,0,0,0,0,0,0,0,0,0,0,50000,50,251,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,黑鬃马,28,0,1,0,1,0,1223,50000,10,10,10,10,4,9,2,7,3,8,0,45,200000,5,251,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,枣红马,28,0,1,0,1,0,1223,50000,6,10,6,8,7,14,9,11,11,12,0,50,200000,5,251,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,赤兔马,28,0,1,0,1,0,1223,50000,7,11,6,9,8,15,10,12,12,13,0,55,200000,5,251,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,汗血马,28,0,1,0,1,0,1223,50000,8,12,7,11,9,16,11,13,13,14,0,60,200000,5,251,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,白龙马,28,0,1,0,1,0,1224,50000,9,14,8,13,10,18,12,15,14,16,0,65,200000,5,251,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,迎亲马,28,0,1,0,1,0,1224,50000,12,17,11,16,12,20,14,17,16,18,0,70,200000,5,251,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,黄金马,28,0,1,0,1,0,1060,50000,15,20,16,20,14,22,16,19,18,20,0,75,200000,5,251,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,卓越战马,28,0,1,0,1,0,2419,50000,20,25,21,25,16,24,18,21,20,22,0,80,200000,5,251,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,御龙灵兽,28,0,1,0,1,0,2419,50000,20,25,21,25,16,24,18,21,20,22,0,80,200000,5,251,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,╔════╗,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,║时装物品║,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,╚════╝,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,返璞归真(男),66,1,1,0,0,0,60,50000,0,2,0,1,0,0,0,0,0,0,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,丽质天成(女),67,1,1,0,0,0,80,50000,0,2,0,1,0,0,0,0,0,0,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,玉树临风(男),66,105,1,0,0,0,1398,50000,25,25,25,25,5,5,5,5,5,5,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,蕙质兰心(女),67,105,1,0,0,0,1399,50000,25,25,25,25,5,5,5,5,5,5,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,银装素裹(男),66,110,1,0,0,0,1900,50000,20,20,20,20,0,0,0,0,0,0,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,粉妆玉砌(女),67,110,1,0,0,0,1910,50000,20,20,20,20,0,0,0,0,0,0,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,大巧若拙(男),66,3,1,0,0,0,62,50000,10,10,10,10,0,0,0,0,0,0,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,虚怀若谷(女),67,3,1,0,0,0,82,50000,10,10,10,10,0,0,0,0,0,0,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,气吞山河(男),66,103,1,0,0,0,1396,50000,10,10,10,10,0,0,0,0,0,0,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,冰肌玉骨(女),67,108,1,0,0,0,1601,50000,10,10,10,10,0,0,0,0,0,0,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,仙风道骨(男),66,106,1,0,0,0,1400,50000,30,30,30,30,10,10,10,10,10,10,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,国色天香(女),67,106,1,0,0,0,1401,50000,30,30,30,30,10,10,10,10,10,10,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,神圣天龙(男),66,169,1,0,0,0,3925,50000,35,35,35,35,15,15,15,15,15,15,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,神圣天龙(女),67,169,1,0,0,0,3924,50000,35,35,35,35,15,15,15,15,15,15,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,九天彩凤(男),66,168,1,0,0,0,3921,50000,40,40,40,40,20,20,20,20,20,20,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,九天彩凤(女),67,168,1,0,0,0,3920,50000,40,40,40,40,20,20,20,20,20,20,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
